14-05-2019	196,74	217,87	196,05	217,15	12.751.049.755	23.033.114.137
13-05-2019	187,42	205,10	185,31	196,85	10.367.149.039	20.876.934.045
12-05-2019	194,16	201,88	183,65	187,33	10.326.050.090	19.864.635.091
11-05-2019	173,14	203,47	173,14	194,30	12.578.331.654	20.602.050.120
10-05-2019	170,31	175,89	168,99	173,14	8.036.919.053	18.355.936.406
09-05-2019	170,95	172,88	167,25	170,29	6.546.914.198	18.051.087.500
08-05-2019	169,90	172,18	166,41	170,95	6.416.569.598	18.118.602.844
07-05-2019	172,43	180,39	169,69	169,80	8.411.140.170	17.994.460.619
06-05-2019	163,34	175,76	159,99	172,65	7.540.096.853	18.294.624.766
05-05-2019	164,02	165,40	159,70	163,45	5.938.415.562	17.317.292.591
04-05-2019	167,89	170,65	161,79	164,03	6.658.100.049	17.376.070.198
03-05-2019	162,08	170,07	161,08	167,95	7.299.410.672	17.789.626.262
02-05-2019	160,85	162,94	160,06	162,12	6.044.171.062	17.169.962.760
01-05-2019	162,19	164,06	159,66	160,82	5.789.172.433	17.029.616.915
30-04-2019	155,17	162,43	155,17	162,17	6.275.803.460	17.170.110.493
29-04-2019	157,29	158,33	153,19	155,20	6.053.776.253	16.430.642.271
28-04-2019	158,50	159,57	157,13	157,30	5.379.894.433	16.650.076.837
27-04-2019	156,27	160,59	155,62	158,43	5.863.109.118	16.768.575.998
26-04-2019	154,58	158,03	152,09	156,35	7.505.283.355	16.545.462.357
25-04-2019	165,91	166,51	153,85	154,46	6.820.332.362	16.343.573.973
24-04-2019	171,35	171,57	161,98	165,83	7.351.304.156	17.544.029.659
23-04-2019	172,01	176,85	170,90	171,45	7.097.827.092	18.136.462.572
22-04-2019	170,02	173,07	168,73	171,87	6.094.878.077	18.179.292.263
21-04-2019	173,72	174,42	167,43	170,05	6.005.571.688	17.983.602.095
20-04-2019	173,72	176,71	171,79	173,75	6.142.567.812	18.373.023.202
19-04-2019	173,79	173,98	170,62	173,71	6.541.053.061	18.366.130.180
18-04-2019	166,91	175,37	166,67	173,81	6.971.581.464	18.374.913.022
17-04-2019	167,55	168,94	165,50	166,95	5.596.102.715	17.647.086.048
16-04-2019	161,53	167,67	160,89	167,62	5.180.105.341	17.715.913.572
15-04-2019	167,90	168,82	159,56	161,57	5.672.311.824	17.074.367.783
14-04-2019	164,48	168,59	162,78	167,84	4.846.298.303	17.734.050.269
13-04-2019	164,62	166,36	163,01	164,51	4.959.301.561	17.380.468.169
12-04-2019	165,34	166,13	161,03	164,74	6.237.185.309	17.401.765.647
11-04-2019	177,34	177,49	162,32	165,50	7.859.383.417	17.479.876.008
10-04-2019	176,07	183,13	175,23	177,34	7.856.924.879	18.728.058.767
09-04-2019	180,22	180,25	175,09	176,11	7.632.529.578	18.596.496.042
08-04-2019	174,45	184,38	174,16	180,26	9.304.964.610	19.031.640.376
07-04-2019	165,98	175,21	164,93	174,53	7.596.176.020	18.424.576.820
06-04-2019	165,51	172,52	161,80	165,95	7.167.016.221	17.516.082.778
05-04-2019	158,02	167,22	157,44	165,51	7.531.316.908	17.468.192.986
04-04-2019	161,43	164,93	155,24	158,05	7.953.123.529	16.678.477.300
03-04-2019	164,01	178,32	157,32	161,46	10.622.456.246	17.035.703.564
02-04-2019	141,84	165,23	141,64	163,96	9.826.645.698	17.297.572.365
01-04-2019	141,47	142,73	140,74	141,83	4.611.999.536	14.960.828.861
31-03-2019	142,14	142,19	140,70	141,51	4.249.050.197	14.925.533.137
30-03-2019	142,36	149,61	141,03	142,09	5.144.662.127	14.984.615.423
29-03-2019	139,34	142,55	138,05	142,50	5.125.602.702	15.025.361.637
28-03-2019	141,01	141,01	138,43	139,42	4.163.212.475	14.698.609.599
27-03-2019	135,45	141,08	135,34	140,99	5.228.240.093	14.862.394.451
26-03-2019	135,05	135,46	133,76	135,46	4.499.271.679	14.277.816.266
25-03-2019	137,08	137,70	133,49	135,03	4.480.516.753	14.230.733.149
24-03-2019	138,32	138,38	136,31	136,99	4.266.845.458	14.434.995.337
23-03-2019	137,04	139,39	136,91	138,24	4.436.568.613	14.565.143.357
22-03-2019	136,56	138,79	136,23	137,18	4.490.899.266	14.451.740.115
21-03-2019	140,48	141,00	135,86	136,64	5.087.247.796	14.392.427.839
20-03-2019	140,48	140,95	138,31	140,69	4.664.134.462	14.817.151.375
19-03-2019	139,25	140,99	139,14	140,52	4.251.488.129	14.797.612.389
18-03-2019	140,10	142,27	138,84	139,37	4.551.739.879	14.675.181.094
17-03-2019	142,24	142,37	139,32	140,00	3.827.157.729	14.739.201.597
16-03-2019	137,91	144,56	137,91	142,40	4.839.003.569	14.989.691.491
15-03-2019	133,57	138,40	133,57	137,69	4.506.861.856	14.492.364.551
14-03-2019	133,20	135,18	132,75	133,71	4.476.532.147	14.071.628.064
13-03-2019	134,61	134,61	132,72	133,26	4.265.162.099	14.022.610.219
12-03-2019	134,01	135,27	130,94	134,44	4.709.988.000	14.144.929.392
11-03-2019	136,85	137,35	133,10	133,83	4.689.807.419	14.079.044.648
10-03-2019	138,18	138,27	135,69	136,76	4.578.438.499	14.384.860.876
09-03-2019	134,89	139,12	134,68	137,97	5.011.918.715	14.509.873.018
08-03-2019	138,31	139,50	133,56	135,13	4.678.816.794	14.209.542.041
07-03-2019	138,94	140,86	137,27	138,03	4.339.206.292	14.513.398.954
06-03-2019	137,96	139,97	136,15	138,79	4.589.054.219	14.590.867.639
05-03-2019	127,79	138,23	126,74	137,82	4.764.849.990	14.492.117.352
04-03-2019	132,16	132,73	125,40	127,77	4.008.171.341	13.432.896.659
03-03-2019	134,79	135,85	131,33	132,25	3.454.374.053	13.900.679.027
02-03-2019	136,35	137,18	132,44	134,21	3.747.176.425	14.103.698.392
